회사명,거래소코드,회계년도,상장일,설립일
(주)세이브존아이앤씨,67830,2011/12,2002/07/25,2002/05/07
(주)세종메디칼,258830,2018/12,2018/05/29,2010/08/03
(주)세중,39310,2011/12,2000/06/09,1995/12/07
(주)세진중공업,75580,2015/12,2015/11/30,1999/09/08
(주)세진티에스,67770,2011/12,2004/01/09,1996/06/07
(주)세코닉스,53450,2011/12,2001/08/09,1988/12/24
(주)세토피아,222810,2015/12,2015/08/13,2015/06/08
(주)세화피앤씨,252500,2016/12,2016/11/02,2016/08/18
(주)센트랄모텍,308170,2019/12,2019/11/25,1994/01/21
(주)센트럴인사이트,12600,2011/12,1990/07/10,1977/10/13
(주)셀루메드,49180,2011/12,2002/05/23,1985/04/30
(주)셀리드,299660,2017/12,2019/02/20,2006/12/11
(주)셀리버리,268600,2018/12,2018/11/09,2014/03/06
(주)셀바스에이아이,108860,2011/12,2009/12/10,1999/03/31
(주)셀바스헬스케어,208370,2014/12,2014/12/17,2014/10/02
(주)셀트리온,68270,2018/12,2018/02/09,1991/02/27
(주)셀트리온제약,68760,2011/12,2006/02/03,2000/11/17
(주)셀트리온헬스케어,91990,2017/12,2017/07/28,1999/12/29
(주)셀피글로벌,68940,2011/12,2010/10/19,1998/11/10
(주)소프트센,32680,2011/09,1997/07/18,1988/04/11
(주)손오공,66910,2011/12,2005/01/07,1996/12/30
(주)솔고바이오메디칼,43100,2011/12,2000/08/08,1995/07/12
(주)솔루에타,154040,2013/12,2013/12/27,2003/06/27
(주)솔본,35610,2011/12,1999/08/13,1994/08/05
(주)쇼박스,86980,2011/12,2006/07/07,1999/06/10
(주)수산아이앤티,50960,2016/12,2016/10/11,1998/03/04
(주)수산중공업,17550,2011/12,1991/08/30,1984/03/12
(주)수젠텍,253840,2019/12,2019/05/28,2011/12/09
(주)슈프리마,236200,2016/12,2016/02/05,2015/12/31
(주)슈프리마아이디,317770,2019/12,2019/08/01,2017/04/03
(주)슈프리마에이치큐,94840,2011/12,2008/07/11,2000/05/04
(주)슈피겐코리아,192440,2014/12,2014/11/05,2009/02/18
(주)스마트솔루션즈,136510,2011/12,2011/11/18,2000/10/13
(주)스맥,99440,2011/12,2009/05/26,1996/03/05
(주)스카이문스테크놀로지,33790,2011/12,2001/06/26,1990/02/09
(주)스킨앤스킨,159910,2012/12,2012/12/27,2006/06/19
(주)스타플렉스,115570,2011/12,2010/01/27,1996/07/11
(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,2014/12/29,2014/08/12
(주)스페코,13810,2011/12,1997/11/03,1979/02/07
(주)승일,49830,2011/12,2001/01/18,1978/12/26
(주)시공테크,20710,2011/12,1999/08/13,1988/02/19
(주)시너지이노베이션,48870,2011/12,2004/08/13,1998/04/02
(주)시노펙스,25320,2011/12,1995/04/20,1985/04/18
(주)시디즈,134790,2011/12,2011/01/25,2010/12/16
(주)시스웍,269620,2017/12,2017/12/26,2004/07/16
(주)시큐브,131090,2011/12,2011/12/21,2000/03/23
(주)시티랩스,139050,2011/12,2011/07/29,2006/02/20
(주)신도리코,29530,2011/12,1996/12/24,1960/07/07
(주)신성이엔지,11930,2011/12,1996/07/31,1979/01/20
(주)신세계,4170,2011/12,1985/08/19,1955/12/09
(주)신세계아이앤씨,35510,2011/12,2006/05/18,1997/04/29
(주)신세계인터내셔날,31430,2011/12,2011/07/14,1980/10/25
(주)신세계푸드,31440,2011/12,2010/04/29,1979/10/11
(주)신영와코루,5800,2011/09,1976/12/18,1968/10/21
(주)신원,9270,2011/12,1988/08/24,1973/09/26
(주)신진에스엠,138070,2011/12,2011/11/28,2001/07/18
(주)신테카바이오,226330,2019/12,2019/12/17,2009/09/15
(주)신화다이나믹스,1770,2011/12,1988/11/23,1956/06/01
(주)신화콘텍,187270,2014/12,2014/08/08,2002/10/23
(주)신흥,4080,2011/12,1991/02/08,1964/11/13
(주)심텍,222800,2015/12,2015/08/05,2015/07/01
(주)심텍홀딩스,36710,2011/12,2000/01/04,1987/08/24
(주)싸이맥스,160980,2015/12,2015/06/17,2005/12/02
(주)싸이토젠,217330,2018/12,2018/11/22,2010/03/18
(주)쌍방울,102280,2011/12,2008/06/10,2008/05/02
(주)썸에이지,208640,2014/12,2014/12/29,2014/10/23
(주)쎄노텍,222420,2015/12,2015/08/06,2015/05/27
(주)쎄니트,37760,2011/12,2000/04/07,1995/05/02
(주)쎄트렉아이,99320,2011/12,2008/06/13,1999/12/29
(주)쎌마테라퓨틱스,15540,2011/12,1989/09/02,1981/09/02
(주)쎌바이오텍,49960,2011/12,2002/12/13,1995/02/11
(주)쏠리드,50890,2011/12,2005/07/08,1998/11/05
(주)씨씨에스충북방송,66790,2011/12,2003/05/30,1997/07/15
(주)씨아이테크,4920,2011/12,1989/11/30,1967/01/17
(주)씨에스,65770,2011/12,2004/06/04,1999/02/03
(주)씨에스에이코스믹,83660,2011/12,2006/07/25,1989/11/07
(주)씨엔플러스,115530,2011/12,2011/11/02,2003/11/10
(주)씨유메디칼시스템,115480,2011/12,2011/12/15,2001/12/13
(주)씨제이이엔엠,35760,2011/12,1999/11/23,1994/12/16
(주)씨젠,96530,2011/12,2010/09/10,2000/09/18
(주)씨티씨바이오,60590,2011/12,2002/02/21,1995/12/28
(주)씨티케이,260930,2017/12,2017/12/07,2001/05/10
(주)아가방앤컴퍼니,13990,2011/12,2002/01/17,1979/04/02
(주)아나패스,123860,2011/12,2010/11/05,2002/11/29
(주)아난티,25980,2011/12,1996/01/06,1987/01/16
(주)아리온테크놀로지,58220,2011/12,2005/08/05,1999/10/28
(주)아모그린텍,125210,2015/12,2019/03/28,2004/01/06
(주)아모레퍼시픽,90430,2011/12,2006/06/29,2006/06/01
(주)아모레퍼시픽그룹,2790,2011/12,1973/04/30,1945/09/05
(주)아모텍,52710,2011/12,2003/08/01,1994/10/19
(주)아미노로직스,74430,2011/12,2004/06/04,1997/09/03
(주)아바코,83930,2011/12,2005/10/11,2000/01/31
(주)아바텍,149950,2012/12,2012/11/06,2000/09/01
(주)아세아텍,50860,2011/06,2010/01/26,1978/09/09
(주)아센디오,12170,2011/12,1989/12/20,1977/04/21
(주)아스타,246720,2017/12,2017/03/20,2006/01/27
(주)아스트,67390,2014/12,2014/12/24,2001/04/18
(주)아시아경제,127710,2015/12,2015/07/31,2005/06/20
(주)아우딘퓨쳐스,227610,2017/12,2017/07/12,2000/12/18
(주)아이디스,143160,2011/12,2011/09/26,2011/07/01
(주)아이디스홀딩스,54800,2011/12,2001/09/27,1997/09/24
(주)아이마켓코리아,122900,2011/12,2010/07/30,2000/12/08
(주)아이비김영,339950,2019/12,2019/12/24,2019/10/11
(주)아이센스,99190,2013/12,2013/01/30,2000/05/04
(주)아이스크림에듀,289010,2019/12,2019/07/11,2013/04/21
(주)아이씨디,40910,2011/09,2011/08/05,2000/02/26
(주)아이앤씨테크놀로지,52860,2011/12,2009/10/06,1996/11/15
(주)아이에스시,95340,2011/12,2007/10/01,2001/02/22
(주)아이에스이커머스,69920,2011/12,2007/12/05,2001/03/14
(주)아이에이,38880,2011/12,2000/04/27,1993/08/05
(주)아이에이치큐,3560,2011/12,1973/12/18,1962/08/24
(주)아이엘사이언스,307180,2018/12,2018/12/21,2018/08/31
(주)아이엠,101390,2011/12,2008/07/23,2006/01/11
(주)아이엠비씨,52220,2011/12,2005/01/21,2000/03/11
(주)아이오케이컴퍼니,78860,2011/12,2006/06/27,2000/04/26
(주)아이윈,90150,2011/12,2006/10/20,1999/02/06
(주)아이윈플러스,123010,2016/12,2016/07/20,2003/10/15
(주)아이즈비전,31310,2011/12,1997/07/25,1992/09/09
(주)아이컴포넌트,59100,2011/12,2008/12/16,2000/05/12
(주)아이톡시,52770,2011/12,2002/08/22,1997/06/30
(주)아이티센,124500,2015/03,2014/12/23,2005/05/10
(주)아이티엑스에이아이,99520,2011/12,2009/12/22,1998/02/27
(주)아이티엠반도체,84850,2019/12,2019/11/07,2000/02/23
(주)아즈텍더블유비이,32080,2011/12,2000/10/26,1970/10/20
(주)아진엑스텍,59120,2014/12,2014/07/24,1997/12/29
(주)아톤,158430,2019/12,2019/10/17,1999/10/13
(주)아프리카티비,67160,2011/12,2003/12/19,1996/04/22
(주)안랩,53800,2011/12,2001/09/13,1995/03/18
(주)안트로젠,65660,2016/12,2016/02/15,2000/03/16
(주)알로이스,297570,2018/12,2018/07/20,2018/04/26
(주)알루코,1780,2011/12,2007/06/07,1956/06/04
(주)알에프세미,96610,2011/12,2007/11/20,1999/10/22
(주)알에프텍,61040,2011/12,2002/05/16,1995/02/22
(주)알엔투테크놀로지,148250,2016/12,2016/06/22,2002/03/26
(주)알테오젠,196170,2014/12,2014/12/12,2008/05/13
(주)알톤스포츠,123750,2011/12,2010/07/02,2010/03/25
(주)알티캐스트,85810,2013/12,2013/12/06,1999/02/01
(주)알파홀딩스,117670,2011/12,2010/09/17,2002/11/01
(주)애니플러스,310200,2018/12,2018/12/21,2018/10/15
(주)애드바이오텍,179530,2019/12,2022/01/24,2000/06/20
(주)액션스퀘어,205500,2014/12,2014/11/12,2014/08/27
(주)액토즈소프트,52790,2011/12,2001/08/14,1996/10/29
(주)액트로,290740,2018/12,2018/08/28,2012/09/04
(주)앤디포스,238090,2016/12,2016/10/12,2010/06/23
(주)앤씨앤,92600,2011/12,2007/06/26,1997/05/13
(주)야스,255440,2017/12,2017/09/29,2002/04/11
(주)양지사,30960,2011/06,1996/10/24,1980/01/16
(주)어스앤에어로스페이스,263540,2017/12,2017/09/15,2002/01/08
(주)얼라인드제네틱스,238120,2016/12,2016/11/03,2008/10/02
(주)에너토크,19990,2011/12,2006/02/01,1987/05/16
(주)에넥스,11090,2011/12,1995/07/08,1976/03/04
(주)에스디생명공학,217480,2017/12,2017/03/02,2008/09/19
(주)에스디시스템,121890,2011/12,2010/07/16,2001/04/28
(주)에스비에스,34120,2011/12,2003/06/25,1990/11/14
(주)에스비에스콘텐츠허브,46140,2011/12,2003/02/05,1999/08/21
(주)에스씨디,42110,2011/12,2000/07/13,1987/04/15
(주)에스아이리소스,65420,2011/12,2002/08/22,1987/08/21
(주)에스앤더블류,103230,2011/12,2009/08/05,2009/07/02
(주)에스앤에스텍,101490,2011/12,2009/04/14,2001/02/22
(주)에스에너지,95910,2011/12,2007/10/16,2001/01/12
(주)에스에스알,275630,2018/12,2018/08/06,2010/08/27
(주)에스에이엠티,31330,2011/12,2000/05/23,1990/06/27
(주)에스에이티,60540,2011/12,2006/11/28,1998/12/21
(주)에스에프에이,56190,2011/12,2001/12/18,1998/12/18
(주)에스에프에이반도체,36540,2011/12,2001/05/02,1998/06/30
(주)에스엘바이오닉스,214310,2015/12,2015/06/25,2007/07/04
(주)에스엠라이프디자인그룹,63440,2011/12,2002/05/30,1998/12/29
(주)에스엠벡셀,10580,2011/12,1994/12/27,1975/04/11
(주)에스엠엔터테인먼트,41510,2011/12,2000/04/27,1995/02/14
(주)에스엠컬처앤콘텐츠,48550,2011/12,2001/01/18,1980/05/13
(주)에스엠코어,7820,2011/12,2011/11/08,1972/04/13
(주)에스원,12750,2011/12,1996/01/30,1977/11/28
(주)에스제이그룹,306040,2019/12,2019/11/18,2008/03/14
(주)에스제이엠,123700,2011/12,2010/05/31,2010/05/04
(주)에스제이엠홀딩스,25530,2011/12,1997/02/12,1975/03/31
(주)에스지글로벌,1380,2011/12,1976/06/27,1954/12/22
(주)에스지세계물산,4060,2011/12,1976/04/19,1964/11/20
(주)에스지엔지,40610,2011/12,2000/04/27,1993/11/08
(주)에스코넥,96630,2011/12,2007/12/26,2000/01/11
(주)에스텍파마,41910,2011/12,2004/02/06,1998/12/17
(주)에스티아이,39440,2011/12,2002/02/28,1997/07/10
(주)에스티오,98660,2011/12,2009/04/17,2003/02/22
(주)에스티큐브,52020,2011/12,2001/07/05,1989/08/16
(주)에스폴리텍,50760,2011/12,2002/05/16,1999/06/18
(주)에스피시스템스,317830,2019/12,2019/08/14,1988/05/01
(주)에스피씨삼립,5610,2011/12,1974/05/02,1968/06/28
(주)에스피지,58610,2011/12,2002/07/23,1991/03/21
(주)에쎈테크,43340,2011/12,2000/08/29,1993/08/06
(주)에이디칩스,54630,2011/12,2001/11/13,1996/04/16
(주)에이디테크놀로지,200710,2014/12,2014/12/16,2002/08/20
(주)에이루트,96690,2011/12,2010/12/01,2002/04/08
(주)에이블씨엔씨,78520,2011/12,2011/09/07,2000/01/07
(주)에이비프로바이오,195990,2015/12,2015/04/13,2004/08/12
(주)에이스침대,3800,2011/12,1996/05/03,1977/07/01
(주)에이스테크놀로지,88800,2011/12,2006/03/27,2006/03/02
(주)에이스토리,241840,2019/12,2019/07/19,2004/01/06
(주)에이엔피,15260,2011/12,1988/01/18,1981/01/21
(주)에이치비테크놀러지,78150,2011/12,2004/12/08,1997/09/02
(주)에이치시티,72990,2016/12,2016/10/17,2000/05/12
(주)에이치알에스,36640,2011/12,2000/05/30,1981/06/30
(주)에이치앤비디자인,227100,2018/12,2018/11/15,2012/05/10
(주)에이치엘사이언스,239610,2016/12,2016/10/28,2000/09/28
(주)에이치케이,44780,2011/12,2000/09/07,1990/05/30
(주)에이텍,45660,2011/12,2001/05/24,1993/06/30
(주)에이텍티앤,224110,2015/12,2015/08/25,2015/07/17
(주)에이트원,230980,2016/12,2016/03/02,2015/10/22
(주)에이티세미콘,89530,2011/12,2011/11/11,2001/07/27
(주)에이팩트,200470,2014/12,2014/12/26,2007/06/20
(주)에이프로젠,7460,2011/12,1995/07/08,1971/11/15
(주)에이프로젠헬스케어앤게임즈,109960,2011/12,2009/11/13,1998/02/12
(주)에치에프알,230240,2015/12,2015/12/16,2015/10/07
(주)에코마케팅,230360,2016/12,2016/08/08,2003/03/24
(주)에코프로,86520,2011/12,2007/07/20,1998/10/22
(주)에코프로비엠,247540,2016/12,2019/03/05,2016/05/02
(주)에프알텍,73540,2011/12,2007/05/18,2000/10/13
(주)에프앤리퍼블릭,64090,2011/12,2002/12/17,1991/09/30
(주)에프앤에프홀딩스,7700,2011/12,1984/10/04,1972/02/24
(주)에프에스엔,214270,2015/12,2015/03/25,2015/01/19
(주)에프에스티,36810,2011/12,2000/01/18,1987/09/29
(주)에프엔씨엔터테인먼트,173940,2014/12,2014/12/04,2006/12/14
(주)엑사이엔씨,54940,2011/12,2001/12/13,1991/05/03
(주)엑세스바이오인코퍼레이션,950130,2013/12,2013/05/30,2002/09/27
(주)엑셈,205100,2014/12,2014/11/07,2014/08/21
(주)엑시콘,92870,2015/12,2015/10/22,2001/03/08
(주)엔바이오니아,317870,2019/12,2019/10/24,2001/01/16
(주)엔씨소프트,36570,2011/12,2003/05/22,1997/03/11
(주)엔아이스틸,8260,2011/12,1975/06/16,1972/12/14
(주)엔에스,217820,2015/12,2015/12/07,1999/11/10
(주)엔에스엔,31860,2011/12,1997/01/07,1979/09/12
(주)엔에이치엔벅스,104200,2011/12,2009/10/06,2002/06/03
(주)엔이능률,53290,2011/12,2002/12/10,1994/06/28
(주)엔지스테크널러지,208860,2016/12,2016/07/28,1998/09/01
(주)엔지켐생명과학,183490,2018/12,2018/02/21,1999/07/20
(주)엔케이,85310,2011/12,2008/01/24,1984/09/07
(주)엔케이맥스,182400,2015/12,2015/10/23,2002/01/14
(주)엔텔스,69410,2011/12,2007/06/20,2000/07/19
(주)엔투텍,227950,2015/12,2015/11/18,2015/09/04
(주)엔피,291230,2018/12,2018/09/13,2018/02/06
(주)엔피케이,48830,2011/12,2000/10/12,1987/03/04
(주)엘디티,96870,2011/12,2008/05/02,1997/11/13
(주)엘아이에스,138690,2011/12,2011/06/02,2006/12/26
(주)엘앤씨바이오,290650,2018/12,2018/11/01,2011/08/01
(주)엘앤에프,66970,2011/12,2003/01/02,2000/07/27
(주)엘앤케이바이오메드,156100,2016/12,2016/11/30,2008/12/22
(주)엘에스,6260,2011/12,1977/06/30,1969/10/25
(주)엘에스네트웍스,680,2011/12,1973/11/15,1949/12/21
(주)엘에프,93050,2011/12,2006/12/01,2006/11/03
(주)엘엑스세미콘,108320,2011/12,2010/06/08,1999/11/11
(주)엘엑스인터내셔널,1120,2011/12,1976/03/10,1953/11/26
(주)엘엑스하우시스,108670,2011/12,2009/04/20,2009/04/02
(주)엘엠에스,73110,2011/12,2007/10/12,1999/02/13
(주)엘오티베큠,83310,2011/12,2005/10/05,2002/03/23
(주)엘지,3550,2011/12,1970/02/13,1947/01/05
(주)엘지생활건강,51900,2011/12,2001/04/25,2001/04/03
(주)엘지유플러스,32640,2011/12,2008/04/21,1997/07/11
(주)엘지헬로비전,37560,2012/12,2012/11/09,1995/03/31
(주)엘지화학,51910,2011/12,2001/04/25,2001/04/01
(주)엠게임,58630,2011/12,2008/12/19,1999/12/28
(주)엠디에스테크,86960,2011/12,2006/09/26,1998/12/29
(주)엠씨넥스,97520,2012/12,2021/07/06,2004/12/22
(주)엠아이텍,179290,2018/12,2018/11/29,1991/04/01
(주)엠에스씨,9780,2011/12,1993/10/12,1974/04/12
(주)엠에스오토텍,123040,2011/12,2010/08/06,1990/09/06
(주)엠투엔,33310,2011/12,1997/11/10,1965/12/15
(주)엠플러스,259630,2017/12,2017/09/20,2003/04/09
(주)엠피대산,65150,2011/12,2007/07/18,1995/09/07
(주)연우,115960,2015/12,2015/11/02,1994/09/30
(주)연이비앤티,90740,2011/12,2007/09/19,2003/04/01
(주)영우디에스피,143540,2014/12,2014/10/29,2004/02/16
(주)영원무역,111770,2011/12,2009/07/30,2009/07/02
(주)영원무역홀딩스,9970,2011/12,1988/11/07,1974/06/05
(주)영풍,670,2011/12,1976/06/12,1949/11/25
(주)영흥,12160,2011/12,2010/01/25,1977/04/20
(주)예림당,36000,2011/12,1999/11/30,1989/02/22
(주)예선테크,250930,2016/12,2016/09/29,2016/07/15
(주)예스코홀딩스,15360,2011/12,1996/12/24,1981/03/05
(주)예스티,122640,2015/12,2015/12/16,2000/03/06
(주)오공,45060,2011/12,2000/08/10,1974/09/12
(주)오디텍,80520,2011/12,2007/10/08,1999/12/06
(주)오뚜기,7310,2011/12,1994/08/12,1971/06/03
(주)오르비텍,46120,2011/12,2010/06/15,1991/03/05
(주)오리엔탈정공,14940,2011/12,2001/12/26,1980/07/19
(주)오리엔트바이오,2630,2011/03,1976/12/28,1959/04/16
(주)오리엔트정공,65500,2011/12,2002/09/19,1987/06/25
(주)오리온,271560,2017/12,2017/07/07,2017/06/01
(주)오리온홀딩스,1800,2011/12,1975/06/27,1956/07/25
(주)오리콤,10470,2011/12,2000/10/24,1975/02/24
(주)오스코텍,39200,2011/12,2007/01/17,1998/12/08
(주)오스테오닉,226400,2018/12,2018/02/22,2012/03/09
(주)오스템,31510,2011/12,1997/02/12,1990/03/07
(주)오이솔루션,138080,2014/12,2014/02/27,2003/08/07
(주)오킨스전자,80580,2014/12,2014/12/24,1998/04/13
(주)오텍,67170,2011/12,2003/11/14,1991/07/31
(주)오파스넷,173130,2018/12,2018/08/24,2004/10/25
(주)오픈베이스,49480,2011/12,2001/01/09,1992/09/16
(주)오하임아이엔티,309930,2018/12,2018/12/20,2018/10/11
(주)옵투스제약,131030,2011/12,2010/12/03,2010/07/27
(주)옵트론텍,82210,2011/12,2005/06/24,1999/05/26
(주)옵티팜,153710,2018/12,2018/10/26,2000/07/27
(주)와이비엠넷,57030,2011/12,2004/06/08,2000/06/07
(주)와이솔,122990,2011/12,2010/09/10,2008/06/24
(주)와이어블,65530,2011/12,2002/06/04,1996/12/30
(주)와이엔텍,67900,2011/12,2005/12/23,1990/08/31
(주)와이오엠,66430,2011/06,2002/12/24,1999/01/11
(주)와이제이엠게임즈,193250,2014/12,2014/12/29,2004/05/21
(주)와이즈버즈,273060,2017/12,2017/08/07,2017/06/01
(주)와이지-원,19210,2011/12,1997/08/06,1981/12/20
(주)와이지엔터테인먼트,122870,2011/12,2011/11/23,1998/02/24
(주)와이지플러스,37270,2011/12,2003/08/01,1996/11/15
(주)와이투솔루션,11690,2011/12,1995/12/21,1976/11/04
(주)와이티엔,40300,2011/12,2001/09/04,1993/09/14
(주)용평리조트,70960,2016/12,2016/05/27,2000/02/07
(주)우리기술,32820,2011/12,2000/06/22,1995/01/12
(주)우리넷,115440,2011/12,2010/01/27,2000/01/04
(주)우리로,46970,2012/12,2012/11/27,1998/12/29
(주)우성,6980,2011/12,1988/10/10,1970/12/30
(주)우신시스템,17370,2011/12,2002/05/28,1984/02/23
(주)우양,103840,2019/12,2019/11/20,1992/01/28
(주)우정바이오,215380,2015/12,2015/05/18,2015/02/25
(주)우주일렉트로닉스,65680,2011/12,2004/01/02,1999/08/16
(주)우진,105840,2011/12,2010/07/26,1980/05/13
(주)우진아이엔에스,10400,2018/12,2018/09/14,1975/01/27
(주)우진플라임,49800,2011/12,2006/05/24,1991/12/17
(주)웅진,16880,2011/12,1994/11/05,1983/03/21
(주)웅진씽크빅,95720,2011/12,2007/06/05,2007/05/09
(주)원림,5820,2011/12,1990/04/20,1968/10/28
(주)원바이오젠,307280,2018/12,2018/12/05,2018/09/03
(주)원익,32940,2011/12,1997/07/18,1983/10/31
(주)원익머트리얼즈,104830,2011/12,2011/12/28,2006/12/04
(주)원익아이피에스,240810,2016/12,2016/05/02,2016/04/04
(주)원익큐브,14190,2011/12,1996/04/26,1979/06/12
(주)원익큐엔씨,74600,2011/12,2003/12/12,2003/11/12
(주)원익피앤이,131390,2011/12,2011/09/27,2004/03/16
(주)원익홀딩스,30530,2011/12,1996/09/24,1991/09/27
(주)원일특강,12620,2011/12,1994/06/28,1977/10/14
(주)원풍,8370,2011/12,1992/12/18,1973/01/06
(주)월덱스,101160,2011/12,2008/06/19,2000/01/17
(주)웨이버스,336060,2019/12,2019/11/28,2019/09/04
(주)웨이브일렉트로닉스,95270,2011/12,2007/09/12,1999/10/13
(주)웰크론,65950,2011/12,2003/07/29,1992/05/27
(주)웰크론한텍,76080,2011/12,2008/07/18,1995/01/12
(주)웹스,196700,2015/12,2015/08/24,2001/09/25
(주)웹젠,69080,2011/12,2003/05/23,2000/04/28
(주)위니아,71460,2016/12,2016/07/14,1999/10/06
(주)위닉스,44340,2011/12,2000/10/24,1986/09/22
(주)위메이드,112040,2011/12,2009/12/18,2000/02/10
(주)위메이드맥스,101730,2011/12,2009/06/03,1997/04/10
(주)위메이드플레이,123420,2011/12,2010/11/10,2010/02/25
(주)위스컴,24070,2011/12,1996/11/22,1978/05/09
(주)위지윅스튜디오,299900,2018/12,2018/12/20,2016/04/15
(주)위지트,36090,2011/12,1999/12/10,1997/02/04
(주)윈스,136540,2011/12,2011/05/02,2011/01/05
(주)윈팩,97800,2013/12,2013/03/07,2002/04/03
(주)윈하이텍,192390,2014/12,2014/07/25,2011/09/15
(주)윌링스,313760,2019/12,2019/07/25,2003/08/21
(주)윌비스,8600,2011/12,1989/07/28,1973/03/09
(주)유니드,14830,2011/12,2004/12/03,1980/05/10
(주)유니온,910,2011/12,1996/07/03,1952/12/06
(주)유니온커뮤니티,203450,2016/12,2016/12/07,2000/02/29
(주)유니켐,11330,2011/12,1989/12/14,1979/04/27
(주)유니크,11320,2011/12,1993/12/29,1976/04/21
(주)유니테스트,86390,2011/12,2006/12/05,2000/03/21
(주)유니테크노,241690,2016/12,2016/09/20,2000/06/23
(주)유니트론텍,142210,2016/12,2016/02/02,1996/06/25
(주)유라테크,48430,2011/12,2001/01/11,1987/05/07
(주)유바이오로직스,206650,2017/12,2017/01/24,2010/03/10
(주)유비케어,32620,2011/12,1997/05/02,1994/01/20
(주)유비쿼스,264450,2017/12,2017/03/31,2017/03/01
(주)유비쿼스홀딩스,78070,2011/12,2009/01/23,2000/07/11
(주)유성티엔에스,24800,2011/12,1999/12/10,1977/08/10
(주)유수홀딩스,700,2011/12,1956/03/03,1949/12/23
(주)유신,54930,2011/12,2002/01/15,1966/01/17
(주)유씨아이,38340,2011/12,2001/11/22,1967/04/07
(주)유아이디,69330,2011/12,2003/08/18,1990/05/18
(주)유에스티,263770,2017/12,2017/04/06,2017/01/23
(주)유유제약,220,2011/03,1975/11/18,1941/02/28
(주)유진로봇,56080,2011/12,2001/11/13,1993/12/07
(주)유진테크,84370,2011/12,2006/01/17,2000/01/05
(주)유테크,178780,2015/12,2015/06/30,2006/08/01
(주)유티아이,179900,2017/12,2017/09/27,2010/04/16
(주)유틸렉스,263050,2018/12,2018/12/24,2015/02/27
(주)유한양행,100,2011/12,1962/11/01,1926/06/20
(주)육일씨엔에쓰,191410,2015/12,2015/12/24,2007/03/14
(주)율호,72770,2011/12,2007/07/25,1998/03/03
(주)이건홀딩스,39020,2011/12,2000/05/04,1988/04/14
(주)이글루코퍼레이션,67920,2011/12,2010/08/04,1999/11/02
(주)이글벳,44960,2011/12,2000/11/16,1983/12/06
(주)이노메트리,302430,2018/12,2018/12/12,2008/06/03
(주)이노션,214320,2015/12,2015/07/17,2005/05/17
(주)이노와이어리스,73490,2011/12,2005/02/04,2000/09/27
(주)이노인스트루먼트,215790,2015/12,2015/05/08,2015/03/06
(주)이노테라피,246960,2019/12,2019/02/01,2010/04/19
(주)이녹스,88390,2011/12,2006/10/20,2001/11/08
(주)이녹스첨단소재,272290,2017/12,2017/07/10,2017/06/01
(주)이라이콤,41520,2011/12,2003/07/04,1984/04/23
(주)이랜시스,264850,2017/12,2017/06/01,2017/02/10
(주)이랜텍,54210,2011/12,2002/05/09,1982/01/21
(주)이루온,65440,2011/12,2003/01/28,1998/04/23
(주)이마트,139480,2011/12,2011/06/10,2011/05/03
(주)이미지스테크놀로지,115610,2011/12,2010/02/26,2004/03/25
(주)이브이수성,84180,2011/12,2005/12/16,1982/02/23
(주)이브이첨단소재,131400,2011/12,2010/12/27,2004/03/01
